credit_score,section of credit_score,country,gender,age,age_group,tenure,balance,balance_group,age_balance,balance_per_tenure,products_number,credit_card,active_member,estimated_salary,salary_range,churn
661,Fair,France,Female,34,thirties,0,119839.69,zero,3524.6967647058823,0.0,2,1,0,185555.63,high,0
677,Fair,Germany,Female,36,thirties,10,68806.84,rest,1911.301111111111,6880.683999999999,1,1,0,33075.24,low,0
560,Very poor,France,Female,31,thirties,3,115141.18,rest,3714.2316129032256,38380.39333333333,1,1,0,39806.75,low,0
578,Very poor,France,Female,35,thirties,2,119839.69,zero,3423.991142857143,0.0,2,0,1,26389.92,low,0
421,Very poor,Spain,Male,34,thirties,6,90723.36,rest,2668.334117647059,15120.56,1,1,1,12162.76,low,0
492,Very poor,Germany,Female,49,forties,2,151249.45,rest,3086.7234693877554,75624.725,2,1,1,167237.94,high,0
545,Very poor,France,Female,32,thirties,6,119839.69,zero,3744.9903125,0.0,2,1,1,52067.37,low_middle,0
640,Poor,Germany,Female,43,forties,9,94752.49,rest,2203.5462790697675,10528.054444444446,1,1,0,184006.36,high,1
624,Poor,Spain,Female,34,thirties,6,119839.69,zero,3524.6967647058823,0.0,1,1,0,582.59,low,1
577,Very poor,Spain,Male,28,twenties,7,119839.69,zero,4279.988928571429,0.0,1,1,0,143274.41,middle,0
704,Fair,France,Male,31,thirties,5,132084.66,rest,4260.7954838709675,26416.932,3,1,1,54474.48,low_middle,1
523,Very poor,France,Male,45,forties,5,119839.69,zero,2663.1042222222222,0.0,2,1,1,121428.2,middle,0
793,Excellent,France,Male,35,thirties,2,119839.69,zero,3423.991142857143,0.0,2,1,1,79704.12,low_middle,0
564,Very poor,France,Female,53,fifties,2,45472.28,rest,857.9675471698113,22736.14,1,1,1,41055.71,low,1
711,Fair,France,Male,33,thirties,1,119839.69,zero,3631.505757575758,0.0,1,0,0,41590.4,low,0
791,Excellent,Germany,Female,33,thirties,10,130229.71,rest,3946.354848484849,13022.971,2,0,0,54019.93,low_middle,1
629,Poor,Germany,Female,38,thirties,9,123948.85,rest,3261.811842105263,13772.094444444445,1,1,0,76053.07,low_middle,0
729,Good,Germany,Male,39,thirties,6,127415.85,rest,3267.073076923077,21235.975,1,1,1,184977.2,high,1
651,Poor,Germany,Male,35,thirties,8,110067.71,rest,3144.7917142857145,13758.46375,1,1,0,127678.95,middle,1
695,Fair,Spain,Male,39,thirties,4,65521.2,rest,1680.0307692307692,16380.3,1,1,1,1243.97,low,0
847,Excellent,Spain,Male,31,thirties,5,119839.69,zero,3865.796451612903,0.0,2,1,1,76326.67,low_middle,0
704,Fair,France,Male,47,forties,5,119839.69,zero,2549.7806382978724,0.0,2,1,1,145338.61,middle,0
613,Poor,Germany,Male,33,thirties,3,155736.42,rest,4719.285454545455,51912.14000000001,2,1,1,57751.21,low_middle,0
692,Fair,Spain,Female,29,twenties,4,119839.69,zero,4132.403103448276,0.0,2,0,0,138880.24,middle,0
720,Fair,France,Female,34,thirties,3,118307.57,rest,3479.634411764706,39435.85666666667,2,1,1,136120.29,middle,0
577,Very poor,France,Male,41,forties,6,119839.69,zero,2922.919268292683,0.0,1,1,1,167621.18,high,0
710,Fair,Germany,Female,24,twenties,7,103099.17,rest,4295.79875,14728.452857142856,2,1,0,173276.62,high,0
716,Fair,France,Female,38,thirties,1,119839.69,zero,3153.676052631579,0.0,2,1,1,99661.46,low_middle,0
410,Very poor,France,Male,33,thirties,6,125789.69,rest,3811.808787878788,20964.948333333334,1,0,0,66333.56,low_middle,1
584,Very poor,Germany,Female,36,thirties,4,109646.83,rest,3045.745277777778,27411.7075,1,1,1,70240.79,low_middle,0
792,Excellent,France,Male,30,thirties,1,127187.86,rest,4239.595333333334,127187.86,1,1,1,113553.42,middle,0
605,Poor,France,Female,36,thirties,6,119839.69,zero,3328.880277777778,0.0,1,0,1,690.84,low,0
486,Very poor,Spain,Male,24,twenties,1,119839.69,zero,4993.3204166666665,0.0,1,1,0,98802.76,low_middle,0
615,Poor,France,Male,41,forties,4,130385.82,rest,3180.1419512195125,32596.455,1,0,1,130661.95,middle,0
676,Fair,France,Male,23,twenties,1,107787.47,rest,4686.411739130434,107787.47,1,0,1,116378.82,middle,0
571,Very poor,France,Male,34,thirties,1,99325.04,rest,2921.3247058823526,99325.04,2,0,1,186052.15,high,0
850,Excellent,France,Female,37,thirties,9,119839.69,zero,3238.9105405405408,0.0,1,0,0,100101.06,low_middle,0
717,Fair,France,Male,48,forties,7,123764.95,rest,2578.436458333333,17680.707142857143,1,1,1,169952.82,high,0
642,Poor,Germany,Female,39,thirties,8,128264.03,rest,3288.821282051282,16033.00375,1,1,0,61792.76,low_middle,1
780,Good,Spain,Male,47,forties,7,86006.21,rest,1829.9193617021278,12286.60142857143,1,1,1,37973.13,low,0
492,Very poor,Germany,Female,38,thirties,8,57068.43,rest,1501.8007894736843,7133.55375,2,1,0,188974.81,high,0
760,Good,Germany,Male,29,twenties,5,103607.24,rest,3572.6634482758623,20721.448,2,0,1,86334.64,low_middle,0
500,Very poor,Spain,Male,40,forties,1,99004.24,rest,2475.106,99004.24,1,1,1,152845.99,high,0
654,Poor,Spain,Female,36,thirties,2,119839.69,zero,3328.880277777778,0.0,2,1,1,146652.11,middle,0
606,Poor,Spain,Female,25,twenties,3,147386.72,rest,5895.4688,49128.90666666667,3,1,0,45482.04,low,1
367,Very poor,Spain,Male,42,forties,6,93608.28,rest,2228.7685714285712,15601.38,1,1,0,168816.73,high,1
799,Excellent,Spain,Male,38,thirties,2,119839.69,zero,3153.676052631579,0.0,2,1,1,59297.34,low_middle,0
434,Very poor,Germany,Male,71,seventies,9,119496.87,rest,1683.0545070422534,13277.43,1,1,0,125848.88,middle,0
719,Fair,Spain,Female,32,thirties,7,119839.69,zero,3744.9903125,0.0,1,0,0,76264.27,low_middle,0
641,Poor,France,Female,37,thirties,2,119839.69,zero,3238.9105405405408,0.0,2,1,0,3939.87,low,0
461,Very poor,Spain,Female,25,twenties,6,119839.69,zero,4793.5876,0.0,2,1,1,15306.29,low,0
790,Excellent,Germany,Female,25,twenties,5,152885.77,rest,6115.430799999999,30577.154,1,1,0,58214.79,low_middle,0
588,Very poor,France,Male,31,thirties,4,99607.37,rest,3213.140967741935,24901.8425,2,0,1,35877.03,low,0
621,Poor,France,Male,27,twenties,4,137003.68,rest,5074.21037037037,34250.92,1,1,0,21254.06,low,0
768,Good,Germany,Male,48,forties,3,122831.58,rest,2558.99125,40943.86,1,1,1,24533.89,low,1
681,Fair,Spain,Male,38,thirties,2,99811.44,rest,2626.616842105263,49905.72,2,1,0,23531.5,low,0
606,Poor,Spain,Male,37,thirties,8,154712.58,rest,4181.421081081081,19339.0725,2,1,0,89099.18,low_middle,0
542,Very poor,Spain,Male,37,thirties,8,119839.69,zero,3238.9105405405408,0.0,1,1,1,807.06,low,0
713,Fair,Germany,Female,24,twenties,7,147687.24,rest,6153.634999999999,21098.17714285714,1,1,1,121592.5,middle,0
597,Very poor,Spain,Female,33,thirties,2,119839.69,zero,3631.505757575758,0.0,2,1,1,4700.66,low,0
635,Poor,France,Male,27,twenties,3,127009.83,rest,4704.067777777778,42336.61,1,1,0,161909.95,high,0
599,Very poor,Germany,Male,61,sixties,1,124737.96,rest,2044.8845901639345,124737.96,1,0,1,90389.61,low_middle,1
496,Very poor,Spain,Female,44,forties,0,179356.28,rest,4076.279090909091,0.0,2,1,0,2919.21,low,1
759,Good,Spain,Male,31,thirties,8,119839.69,zero,3865.796451612903,0.0,2,1,1,99086.74,low_middle,0
757,Good,Germany,Male,31,thirties,1,127320.36,rest,4107.108387096774,127320.36,3,1,0,163170.32,high,0
564,Very poor,Spain,Male,31,thirties,0,125175.58,rest,4037.921935483871,0.0,1,1,1,72757.33,low_middle,0
561,Very poor,France,Female,22,twenties,6,186788.96,rest,8490.407272727272,31131.49333333333,2,1,0,73286.8,low_middle,0
702,Fair,France,Male,40,forties,3,148556.74,rest,3713.9184999999998,49518.91333333333,1,0,1,146056.29,middle,0
678,Fair,Germany,Female,40,forties,8,128644.46,rest,3216.1115,16080.5575,1,0,0,167673.37,high,0
707,Fair,France,Female,46,forties,7,127476.73,rest,2771.233260869565,18210.961428571427,2,1,1,146011.55,middle,0
610,Poor,France,Female,27,twenties,9,159561.93,rest,5909.701111111111,17729.103333333333,1,0,1,103381.47,middle,0
744,Good,France,Male,42,forties,1,112419.92,rest,2676.6647619047617,112419.92,1,1,1,83022.92,low_middle,0
598,Very poor,France,Male,28,twenties,8,129991.76,rest,4642.562857142857,16248.97,2,0,1,46041.08,low,0
562,Very poor,Spain,Male,36,thirties,5,119839.69,zero,3328.880277777778,0.0,1,0,1,182843.24,high,0
621,Poor,Spain,Female,59,fifties,2,119839.69,zero,2031.181186440678,0.0,2,1,1,171364.18,high,0
659,Poor,France,Female,50,fifties,3,119839.69,zero,2396.7938,0.0,1,1,0,183399.12,high,1
722,Good,Germany,Female,40,forties,6,89175.06,rest,2229.3765,14862.51,2,0,1,152883.95,high,0
606,Poor,France,Female,39,thirties,3,119839.69,zero,3072.812564102564,0.0,2,1,0,50560.45,low,1
603,Poor,Spain,Female,39,thirties,5,162390.52,rest,4163.859487179487,32478.104,2,1,0,54702.66,low_middle,0
506,Very poor,Germany,Female,59,fifties,3,190353.08,rest,3226.3233898305084,63451.026666666665,1,1,0,78365.75,low_middle,0
715,Fair,France,Male,21,twenties,8,119839.69,zero,5706.651904761905,0.0,2,1,0,68666.63,low_middle,0
690,Fair,France,Male,47,forties,2,119839.69,zero,2549.7806382978724,0.0,2,1,0,151375.73,high,0
644,Poor,France,Female,40,forties,10,139180.97,rest,3479.52425,13918.097,1,1,1,19959.67,low,0
589,Very poor,France,Male,36,thirties,8,114435.47,rest,3178.7630555555556,14304.43375,1,1,0,26955.72,low,0
592,Very poor,France,Female,66,sixties,5,149950.19,rest,2271.9725757575757,29990.038,1,1,1,76267.59,low_middle,0
632,Poor,France,Male,42,forties,4,126115.6,rest,3002.752380952381,31528.9,1,1,0,100998.5,middle,0
577,Very poor,Germany,Female,59,fifties,7,111396.97,rest,1888.0842372881357,15913.852857142858,1,0,1,191070.01,high,0
588,Very poor,France,Male,30,thirties,3,115007.08,rest,3833.5693333333334,38335.693333333336,1,0,0,176858.5,high,0
617,Poor,France,Male,54,fifties,6,102141.9,rest,1891.5166666666667,17023.649999999998,1,1,1,45325.26,low,0
668,Fair,Spain,Female,36,thirties,3,133686.52,rest,3713.514444444444,44562.17333333333,1,1,0,190958.48,high,1
810,Excellent,France,Male,32,thirties,9,120879.73,rest,3777.4915625,13431.08111111111,2,0,1,78896.59,low_middle,0
767,Good,Spain,Male,47,forties,5,119839.69,zero,2549.7806382978724,0.0,1,1,0,121964.46,middle,1
718,Fair,Spain,Female,49,forties,10,82321.88,rest,1680.038367346939,8232.188,1,0,1,11144.4,low,0
589,Very poor,Spain,Female,27,twenties,4,119839.69,zero,4438.507037037037,0.0,2,1,0,144181.48,middle,0
778,Good,Spain,Male,33,thirties,5,116474.28,rest,3529.5236363636363,23294.856,2,1,1,32757.55,low,0
724,Good,France,Female,34,thirties,3,132352.69,rest,3892.726176470588,44117.56333333333,1,1,0,80320.3,low_middle,0
477,Very poor,Germany,Female,39,thirties,4,182491.57,rest,4679.2710256410255,45622.8925,1,1,0,185830.72,high,0
580,Very poor,France,Male,34,thirties,6,119839.69,zero,3524.6967647058823,0.0,2,1,1,160095.31,high,0
566,Very poor,Spain,Male,63,sixties,2,120787.18,rest,1917.2568253968252,60393.59,2,1,1,52198.84,low_middle,0
711,Fair,France,Female,29,twenties,3,130181.47,rest,4489.016206896552,43393.82333333333,2,1,0,31811.44,low,0
706,Fair,Germany,Male,32,thirties,5,88348.43,rest,2760.8884375,17669.685999999998,2,1,1,104181.78,middle,0
703,Fair,Spain,Male,31,thirties,6,119839.69,zero,3865.796451612903,0.0,2,1,1,67667.19,low_middle,0
679,Fair,Germany,Male,39,thirties,2,146186.28,rest,3748.366153846154,73093.14,2,1,1,193974.47,high,0
603,Poor,France,Male,32,thirties,7,119839.69,zero,3744.9903125,0.0,1,1,0,198055.94,high,1
598,Very poor,Spain,Male,34,thirties,0,104488.17,rest,3073.1814705882352,0.0,1,0,1,43249.67,low,0
836,Excellent,Germany,Female,32,thirties,4,109196.67,rest,3412.3959375,27299.1675,2,1,0,55218.02,low_middle,0
687,Fair,France,Female,61,sixties,7,80538.56,rest,1320.304262295082,11505.50857142857,1,1,0,131305.37,middle,1
704,Fair,Germany,Male,41,forties,4,109026.8,rest,2659.1902439024393,27256.7,2,1,1,43117.1,low,0
605,Poor,Germany,Male,75,seventies,2,61319.63,rest,817.5950666666666,30659.815,1,0,1,186655.11,high,0
516,Very poor,France,Female,40,forties,9,119839.69,zero,2995.9922500000002,0.0,2,0,1,33266.29,low,0
572,Very poor,France,Female,39,thirties,2,119839.69,zero,3072.812564102564,0.0,2,1,1,555.28,low,0
557,Very poor,France,Male,42,forties,6,177822.03,rest,4233.857857142857,29637.005,1,1,0,150944.31,high,1
443,Very poor,Germany,Male,59,fifties,4,110939.3,rest,1880.327118644068,27734.825,1,1,0,72846.58,low_middle,1
604,Poor,Germany,Male,25,twenties,7,165413.43,rest,6616.5372,23630.49,1,1,1,35279.74,low,0
483,Very poor,France,Male,27,twenties,1,77805.66,rest,2881.6911111111112,77805.66,1,1,1,2101.89,low,0
702,Fair,France,Male,50,fifties,3,119839.69,zero,2396.7938,0.0,2,0,0,94949.84,low_middle,0
670,Fair,Spain,Female,57,fifties,3,175575.95,rest,3080.2798245614035,58525.31666666667,2,1,0,99061.75,low_middle,1
804,Excellent,Spain,Female,38,thirties,3,124197.22,rest,3268.347894736842,41399.07333333333,1,1,0,74692.06,low_middle,0
850,Excellent,France,Female,30,thirties,3,119839.69,zero,3994.6563333333334,0.0,2,1,0,116692.8,middle,0
554,Very poor,France,Female,39,thirties,10,160132.75,rest,4105.967948717948,16013.275,1,1,0,32824.15,low,0
588,Very poor,Germany,Female,37,thirties,7,70258.88,rest,1898.8886486486488,10036.982857142855,2,1,0,139607.61,middle,0
758,Good,Germany,Male,32,thirties,4,162657.64,rest,5083.05125,40664.41,2,1,1,115525.13,middle,0
787,Excellent,Germany,Male,43,forties,0,132217.45,rest,3074.8244186046513,0.0,1,1,0,20955.03,low,1
582,Very poor,Spain,Male,25,twenties,9,148042.97,rest,5921.7188,16449.21888888889,2,1,0,52341.15,low_middle,0
633,Poor,Spain,Female,33,thirties,4,92855.02,rest,2813.788484848485,23213.755,1,1,1,159813.18,high,0
766,Good,Germany,Male,47,forties,9,129289.98,rest,2750.850638297872,14365.553333333331,1,1,0,169935.46,high,1
564,Very poor,Spain,Male,37,thirties,9,100252.18,rest,2709.518378378378,11139.13111111111,1,1,1,146033.52,middle,0
602,Poor,Spain,Male,37,thirties,3,107592.89,rest,2907.915945945946,35864.29666666667,2,0,1,153122.73,high,0
649,Poor,France,Male,39,thirties,3,113096.41,rest,2899.907948717949,37698.80333333334,1,1,1,60335.24,low_middle,0
679,Fair,Spain,Female,40,forties,7,119839.69,zero,2995.9922500000002,0.0,2,1,1,163757.29,high,0
639,Poor,Spain,Male,34,thirties,7,149940.04,rest,4410.001176470589,21420.005714285715,2,0,0,156648.81,high,0
790,Excellent,Germany,Male,50,fifties,8,121438.58,rest,2428.7716,15179.8225,1,1,1,176471.78,high,1
565,Very poor,France,Male,32,thirties,9,119839.69,zero,3744.9903125,0.0,2,1,0,5388.3,low,0
478,Very poor,France,Female,50,fifties,2,119839.69,zero,2396.7938,0.0,1,0,1,93332.64,low_middle,1
825,Excellent,France,Male,29,twenties,3,148874.01,rest,5133.586551724138,49624.670000000006,2,0,1,71192.82,low_middle,0
528,Very poor,Spain,Female,32,thirties,0,68138.37,rest,2129.3240625,0.0,1,1,1,170309.19,high,0
577,Very poor,Spain,Male,35,thirties,5,110080.3,rest,3145.151428571429,22016.06,1,1,1,109794.31,middle,0
663,Fair,France,Male,24,twenties,7,119839.69,zero,4993.3204166666665,0.0,2,1,1,166310.82,high,0
505,Very poor,Germany,Female,25,twenties,5,114268.85,rest,4570.754,22853.77,2,1,1,126728.27,middle,0
633,Poor,Germany,Male,29,twenties,6,117412.35,rest,4048.7017241379313,19568.725,1,0,0,30338.94,low,0
586,Very poor,France,Female,38,thirties,6,119839.69,zero,3153.676052631579,0.0,2,1,1,37935.83,low,0
850,Excellent,France,Female,35,thirties,9,119839.69,zero,3423.991142857143,0.0,2,0,0,25329.48,low,0
629,Poor,Germany,Female,37,thirties,1,35549.81,rest,960.8056756756756,35549.81,2,0,0,49676.33,low,0
744,Good,France,Male,56,fifties,9,119839.69,zero,2139.9944642857145,0.0,2,1,1,169498.61,high,0
750,Good,France,Male,36,thirties,7,136492.92,rest,3791.4700000000003,19498.988571428574,3,1,1,26500.29,low,1
637,Poor,Germany,Male,28,twenties,3,123675.69,rest,4416.988928571429,41225.23,1,1,1,166458.41,high,0
575,Very poor,France,Female,40,forties,1,139532.34,rest,3488.3085,139532.34,1,1,0,181294.39,high,0
671,Fair,Spain,Male,58,fifties,1,178713.98,rest,3081.2755172413795,178713.98,1,1,1,21768.21,low,0
571,Very poor,France,Male,40,forties,5,119839.69,zero,2995.9922500000002,0.0,2,0,0,72849.29,low_middle,0
590,Very poor,France,Male,41,forties,1,89086.31,rest,2172.8368292682926,89086.31,1,1,0,24499.97,low,0
619,Poor,Spain,Male,38,thirties,3,96143.47,rest,2530.091315789474,32047.823333333334,1,0,0,98994.92,low_middle,0
640,Poor,Germany,Female,30,thirties,5,32197.64,rest,1073.2546666666667,6439.528,1,0,1,141446.01,middle,0
670,Fair,France,Male,38,thirties,7,119839.69,zero,3153.676052631579,0.0,2,1,1,77864.41,low_middle,0
737,Good,France,Female,33,thirties,4,119839.69,zero,3631.505757575758,0.0,2,1,0,115115.32,middle,0
555,Very poor,Spain,Male,32,thirties,10,119839.69,zero,3744.9903125,0.0,2,0,1,168605.96,high,0
742,Good,France,Male,33,thirties,6,119839.69,zero,3631.505757575758,0.0,2,0,0,38550.4,low,0
618,Poor,Germany,Female,40,forties,0,140306.38,rest,3507.6595,0.0,1,1,0,160618.61,high,1
560,Very poor,France,Female,35,thirties,1,119839.69,zero,3423.991142857143,0.0,2,1,0,3701.63,low,0
654,Poor,France,Male,38,thirties,8,119839.69,zero,3153.676052631579,0.0,2,1,0,88659.44,low_middle,0
787,Excellent,Germany,Female,42,forties,2,74483.97,rest,1773.4278571428572,37241.985,2,0,1,44273.91,low,0
611,Poor,France,Female,53,fifties,7,119839.69,zero,2261.1262264150946,0.0,2,0,1,156495.39,high,1
559,Very poor,Spain,Male,34,thirties,0,119839.69,zero,3524.6967647058823,0.0,1,1,0,182988.94,high,0
481,Very poor,France,Male,37,thirties,8,152303.66,rest,4116.315135135135,19037.9575,2,1,1,175082.2,high,0
753,Good,Germany,Male,32,thirties,5,159904.79,rest,4997.0246875,31980.958,1,1,0,148811.14,middle,0
675,Fair,France,Male,32,thirties,1,119839.69,zero,3744.9903125,0.0,3,1,0,85901.09,low_middle,0
748,Good,Germany,Female,31,thirties,1,99557.94,rest,3211.546451612903,99557.94,1,1,0,199255.32,high,0
610,Poor,Spain,Female,46,forties,5,116886.59,rest,2541.0128260869565,23377.318,1,0,0,107973.44,middle,0
580,Very poor,Spain,Male,32,thirties,9,142188.2,rest,4443.38125,15798.68888888889,2,0,1,128028.6,middle,0
624,Poor,Germany,Female,40,forties,3,149961.99,rest,3749.0497499999997,49987.33,2,1,0,104610.86,middle,0
709,Fair,France,Female,36,thirties,8,119839.69,zero,3328.880277777778,0.0,2,1,1,69676.55,low_middle,0
605,Poor,France,Female,34,thirties,2,119839.69,zero,3524.6967647058823,0.0,1,0,0,35982.42,low,0
706,Fair,Spain,Male,53,fifties,7,119839.69,zero,2261.1262264150946,0.0,2,0,1,117939.17,middle,0
567,Very poor,Spain,Male,40,forties,8,28649.64,rest,716.241,3581.205,1,1,1,95140.62,low_middle,0
747,Good,France,Female,21,twenties,4,81025.6,rest,3858.361904761905,20256.4,2,1,0,167682.57,high,0
664,Fair,France,Male,57,fifties,1,119839.69,zero,2102.450701754386,0.0,2,1,1,56562.57,low_middle,0
711,Fair,France,Female,39,thirties,3,152462.79,rest,3909.3023076923077,50820.93,1,1,0,90305.97,low_middle,0
609,Poor,France,Male,25,twenties,10,119839.69,zero,4793.5876,0.0,1,0,1,109895.16,middle,0
632,Poor,Spain,Male,28,twenties,7,155519.59,rest,5554.271071428571,22217.084285714285,1,1,0,1843.24,low,0
725,Good,France,Female,36,thirties,1,118851.05,rest,3301.418055555556,118851.05,1,1,1,102747.02,middle,0
850,Excellent,France,Female,34,thirties,9,92899.27,rest,2732.3314705882353,10322.141111111112,2,1,0,97465.89,low_middle,0
682,Fair,France,Male,40,forties,4,119839.69,zero,2995.9922500000002,0.0,1,0,1,105352.55,middle,0
797,Excellent,France,Male,37,thirties,4,75263.7,rest,2034.154054054054,18815.925,1,1,0,85801.77,low_middle,0
668,Fair,Spain,Male,38,thirties,1,147904.31,rest,3892.218684210526,147904.31,1,1,1,69370.05,low_middle,0
783,Excellent,Germany,Female,41,forties,5,106640.5,rest,2600.987804878049,21328.1,1,1,0,176945.96,high,0
766,Good,Germany,Female,28,twenties,4,90696.78,rest,3239.1707142857144,22674.195,1,0,1,21597.2,low,0
704,Fair,Spain,Female,36,thirties,2,175509.8,rest,4875.272222222222,87754.9,2,1,0,152039.67,high,0
722,Good,France,Male,40,forties,6,119839.69,zero,2995.9922500000002,0.0,2,1,1,111893.09,middle,0
692,Fair,France,Female,34,thirties,7,119839.69,zero,3524.6967647058823,0.0,2,1,0,195074.62,high,0
584,Very poor,France,Female,35,thirties,2,114321.28,rest,3266.3222857142855,57160.64,2,0,0,15959.01,low,0
644,Poor,Germany,Female,51,fifties,4,95560.04,rest,1873.7262745098037,23890.01,1,0,0,72628.84,low_middle,1
598,Very poor,Germany,Female,50,fifties,5,88379.81,rest,1767.5962,17675.962,3,0,1,64157.24,low_middle,1
733,Good,Germany,Male,48,forties,7,85915.52,rest,1789.9066666666668,12273.645714285714,1,1,1,23860.5,low,0
615,Poor,Germany,Male,58,fifties,3,72309.3,rest,1246.7120689655173,24103.1,1,1,1,85687.09,low_middle,1
850,Excellent,France,Female,39,thirties,2,119839.69,zero,3072.812564102564,0.0,2,1,0,179451.42,high,0
521,Very poor,France,Male,43,forties,8,119839.69,zero,2786.969534883721,0.0,1,1,1,93180.09,low_middle,0
675,Fair,France,Male,69,sixties,1,119839.69,zero,1736.8071014492755,0.0,2,1,0,157097.09,high,0
746,Good,France,Male,58,fifties,3,119839.69,zero,2066.201551724138,0.0,3,1,1,80344.96,low_middle,1
770,Good,France,Female,33,thirties,4,119839.69,zero,3631.505757575758,0.0,1,1,0,26080.54,low,1
618,Poor,France,Male,30,thirties,3,133844.22,rest,4461.474,44614.74,1,1,1,31406.93,low,0
556,Very poor,France,Male,36,thirties,7,154872.08,rest,4302.0022222222215,22124.582857142854,2,1,1,32044.64,low,0
749,Good,France,Female,27,twenties,9,119839.69,zero,4438.507037037037,0.0,2,1,0,132734.87,middle,0
702,Fair,Spain,Male,43,forties,6,116121.67,rest,2700.503953488372,19353.611666666668,1,1,0,61602.42,low_middle,0
555,Very poor,Germany,Male,42,forties,6,107104.5,rest,2550.1071428571427,17850.75,1,1,1,41304.44,low,1
587,Very poor,France,Male,47,forties,6,71026.77,rest,1511.2078723404256,11837.795,1,1,0,57962.41,low_middle,0
639,Poor,France,Male,38,thirties,3,119839.69,zero,3153.676052631579,0.0,1,1,0,42862.82,low,0
643,Poor,France,Male,33,thirties,4,119839.69,zero,3631.505757575758,0.0,2,1,1,152992.04,high,0
600,Very poor,France,Female,41,forties,1,119839.69,zero,2922.919268292683,0.0,2,1,1,91193.65,low_middle,0
651,Poor,France,Male,53,fifties,7,119839.69,zero,2261.1262264150946,0.0,2,1,1,130132.41,middle,0
666,Fair,France,Female,27,twenties,4,119839.69,zero,4438.507037037037,0.0,2,0,0,88751.45,low_middle,0
520,Very poor,France,Female,39,thirties,6,145644.05,rest,3734.46282051282,24274.00833333333,1,0,0,104118.93,middle,0
650,Poor,Spain,Female,50,fifties,7,129667.77,rest,2593.3554,18523.967142857146,1,0,0,42028.16,low,0
564,Very poor,Germany,Male,33,thirties,3,109341.87,rest,3313.39,36447.29,1,1,0,75632.78,low_middle,0
586,Very poor,France,Male,64,sixties,1,119839.69,zero,1872.49515625,0.0,2,1,1,53710.23,low_middle,0
617,Poor,France,Female,35,thirties,5,119839.69,zero,3423.991142857143,0.0,2,0,1,13066.3,low,0
712,Fair,Spain,Female,30,thirties,6,119839.69,zero,3994.6563333333334,0.0,2,1,0,152417.97,high,0
654,Poor,France,Male,55,fifties,3,87485.67,rest,1590.6485454545455,29161.89,1,1,1,3299.01,low,0
605,Poor,France,Male,27,twenties,9,119839.69,zero,4438.507037037037,0.0,2,1,0,198091.81,high,0
491,Very poor,France,Female,36,thirties,0,53369.13,rest,1482.4758333333332,0.0,1,1,1,103934.12,middle,0
707,Fair,France,Female,35,thirties,9,119839.69,zero,3423.991142857143,0.0,2,1,1,70403.65,low_middle,0
638,Poor,Spain,Male,34,thirties,5,146679.77,rest,4314.110882352941,29335.954,1,1,0,102179.86,middle,0
683,Fair,France,Male,43,forties,2,112499.42,rest,2616.265581395349,56249.71,2,1,0,30375.18,low,0
815,Excellent,Spain,Female,38,thirties,2,48387.0,rest,1273.342105263158,24193.5,1,1,0,184796.84,high,0
645,Poor,Spain,Male,38,thirties,1,68079.8,rest,1791.5736842105264,68079.8,1,0,1,166264.89,high,0
645,Poor,Germany,Male,49,forties,4,160133.88,rest,3268.0383673469387,40033.47,1,0,1,88391.97,low_middle,0
683,Fair,France,Male,30,thirties,4,66190.33,rest,2206.3443333333335,16547.5825,1,1,1,115186.97,middle,0
705,Fair,France,Female,37,thirties,10,119839.69,zero,3238.9105405405408,0.0,2,1,1,13935.53,low,1
647,Poor,France,Male,35,thirties,4,123761.68,rest,3536.048,30940.42,1,1,0,83910.4,low_middle,0
786,Excellent,Germany,Female,33,thirties,0,122325.58,rest,3706.8357575757577,0.0,1,0,0,34712.34,low,1
534,Very poor,France,Male,41,forties,9,119839.69,zero,2922.919268292683,0.0,2,1,0,13871.34,low,0
602,Poor,Spain,Female,42,forties,1,138912.17,rest,3307.4326190476195,138912.17,1,1,1,139494.75,middle,0
695,Fair,France,Female,42,forties,0,119839.69,zero,2853.3259523809525,0.0,2,0,1,140724.64,middle,0
553,Very poor,Germany,Female,25,twenties,7,128524.19,rest,5140.9676,18360.59857142857,2,1,0,20682.46,low,0
516,Very poor,Spain,Female,31,thirties,3,119839.69,zero,3865.796451612903,0.0,2,1,0,124202.26,middle,0
655,Poor,France,Female,34,thirties,3,119839.69,zero,3524.6967647058823,0.0,2,1,0,159638.77,high,0
849,Excellent,Germany,Female,49,forties,9,132934.89,rest,2712.9569387755105,14770.543333333337,1,1,0,171056.65,high,1
520,Very poor,Germany,Male,43,forties,3,150805.17,rest,3507.096976744186,50268.39000000001,3,0,1,25333.03,low,1
568,Very poor,Spain,Female,46,forties,3,119839.69,zero,2605.210652173913,0.0,2,1,1,29372.62,low,0
695,Fair,Spain,Male,32,thirties,9,119839.69,zero,3744.9903125,0.0,3,0,1,38533.79,low,0
807,Excellent,Spain,Female,28,twenties,7,165969.26,rest,5927.473571428572,23709.894285714287,3,1,0,156122.13,high,1
642,Poor,Germany,Female,36,thirties,2,124495.98,rest,3458.2216666666664,62247.99,3,1,1,57904.22,low_middle,1
703,Fair,Germany,Male,39,thirties,1,141559.5,rest,3629.730769230769,141559.5,1,1,1,31257.1,low,1
556,Very poor,France,Male,38,thirties,2,114756.14,rest,3019.8984210526314,57378.07,1,1,0,193214.05,high,0
